Localisation	Id. source	Segment source	Segment cible	Id. cible
3.2.5	lgTKdap	ca naturalmente ha cada vno amor assi mismo	naturaliter autem quilibet habet amicitiam ad seipsum :	xhGxuel
3.2.5	fC5oxtG	assi commo natural .	efficit quasi dominium naturale . Litigia enim sedat ,	npFFsOj
3.2.5	zywmSzl	que el ssennorio sea natural .	etiam hoc dominium naturale ,	fbRk3Ib
3.2.5	r2rB9JM	ca el pueblo inclinase naturalmente a obedesçer los mandamientos de tal Rey	quia populus quasi naturaliter inclinatur | ut obediat iussionibus talis Regis .	e2OGnSC, hQ2g1ig
3.2.5	jyCfyHn	que muchs males nasçen enlas çibdades e en los regnos do non ay algun sennor natural ca contesçe	ea aliquando diu carere gubernatore ,	e0UzNcK
3.2.7	mT4mFzM	La segunda se toma por razon que tal sennorio es muchodes natural ¶	Secunda , | ex eo quod est maxime innaturale .	bcngA0X, vKVCdCx
3.2.7	mkY0guq	por razon que tal sennorio es muy desnatural	Nam illa est naturalis operatio erga aliquid ,	vXmn0sr
3.2.7	tgOSHSG	por que aquella es obra natural	Nam illa est naturalis operatio erga aliquid ,	vXmn0sr
3.2.7	bmQMZGk	por la qual cosa el regno estonçe es naturalmente gouernado	quare tunc regnum naturaliter agitur ,	yQQi2Sb
3.2.7	w3rPyAh	e ha razon estonçe es naturalmente gouernado	tunc naturaliter regitur	jGrYauj
3.2.7	xYQJfrq	mas deue ser dicho desnatural .		
3.2.7	l6l2xLM	tanto mas deue ser dich des natural .	debet dici in naturale : tyrannis igitur est pessima ,	pmNwYg5
3.2.8	qxTM39Y	qual es el su ofiçio deue penssar con grant acuçia en las cosas naturales	quod sit eius officium : | diligenter considerare debet in naturalibus rebus .	nfqC3vS, tJMLxOl
3.2.8	fwxApBF	que veemos enlas cosas naturales deue descender el gouernamiento	quod videmus in naturalibus , deriuari debet regimen ,	ajVSOSR
3.2.8	iY43by0	Ca el arte semeia mucha la natura . Et en las cosas naturales	est enim ars imitatrix naturae .	a8eOafH
3.2.8	kBcGRdl	lo terçero las cosas naturales		
3.2.8	qY8SFRj	naturalmente una a sus terminos o a ssus fines	Tertio per huiusmodi collata naturaliter intendunt in suos fines siue in suos terminos .	wsq09hm
3.2.8	wtYuh9k	por aquellas cosas que resçibe dela natura naturalmente sube arriba .	per ea quae accepit a natura , | naturaliter tendit sursum .	peG4ZPT, vZ7FmqV
3.2.8	zYkZhUL	e natural tres cosas son meciester ¶	et naturale ,	g7OtzXT
3.2.8	vlUyWch	Ca lo omes son en ssi mismos naturalmente corruptibles	Nam homines in seipsis sunt naturaliter corruptibiles :	aKi3V8w
3.2.8	od0PioP	dessean naturalmente de durar en sus fijos .	naturaliter appetunt perpetuari in suis filiis siue sint naturales siue adoptiui .	j5tfIJ2
3.2.8	fUf8MPk	si quier sean naturales siquier por fuados .	naturaliter appetunt perpetuari in suis filiis siue sint naturales siue adoptiui .	j5tfIJ2
3.2.10	mmZWSwF	Ca commo el entienda enl bien de los çibdadanos natural cosaes	nam cum intendat bonum ipsorum ciuium et subditorum , | naturale est	eMETe8K, i3Cq4T5
3.2.10	rn5bFK1	por que non fia delos sus naturales	eo quod diffidat de illis ,	foYajBH
3.2.15	qaxinYZ	Et aquell sennor fuere natural de antiguo tienpo	et dominus ille sit naturalis ,	fRonh4C
3.2.16	qwcCaGT	li le fazen naturalmente	si fiunt a natura . Ideo de imbribus quae semper fiunt tempore hyemali ,	zXi46n5
3.2.16	oK59xha	por que tales cosas commo estas son naturales	quia talia naturalia sunt ,	fIb77wV
3.2.24	beKPwKf	Et alguon es natural .	quoddam est commune , quoddam proprium ; quoddam est naturale , quoddam legale siue positiuum .	y9DGCP4
3.2.24	dvXi2It	que los iuristas apartan el derecho natural del derecho delas gentes	Illo ergo modo quo iuristae separant | ius naturale a iure gentium ,	xhQCXWC, ni8sUiw
3.2.24	t8nUuPJ	podemos nos apartar el derecho natural del derecho delas animalias	possemus separare nos ius naturale a iure animalium :	eF05RKV
3.2.24	myYN1Lq	Conuiene a saber ende recħ natural	dicendo quod quadruplex est ius ,	zwEocQX
3.2.24	reCZOwi	Conuiene a saber natural e positiua puesta por omne .	vel duplex est lex , naturalis ,	hmnPaTA
3.2.24	pz97nJF	Ca los derechsson dichos naturales	vel duplex est lex , naturalis ,	hmnPaTA
3.2.24	ww84Hn2	por que la razon natural los muestra	quae sunt adaequata et proportionata ex natura sua , vel dicuntur iusta naturaliter quae dictat esse talia ratio naturalis ,	ysNd5Af
3.2.24	cf2PoO4	o por que auemos natural apetito o natural inclinaçion	vel ad quae habemus naturalem impetum et inclinationem .	bLQ9iJs
3.2.24	bRL7p7O	que el derecho natural es departido del derechpo sitiuo .	quod ius naturale dicitur differre a positiuo :	ljOuFmN
3.2.24	oHwavA4	ca el derech natural	quia naturale	wSiOF8S
3.2.24	wpTcBRP	por que al derech natural conuinio anneder derecho positiuo es esta	quare iuri naturali oportuit superaddere positiuum , est : quia multa sunt sic iusta naturaliter ,	haFp7s2
3.2.24	fsIKvpm	por que muchas cosas son derechas naturalmente	quare iuri naturali oportuit superaddere positiuum , est : quia multa sunt sic iusta naturaliter ,	haFp7s2
3.2.24	fQCZzkB	assi commo natural cosa es al ome de fablar	sicut est naturale homini loqui :	lfflMBW
3.2.24	kyD54cP	ca auemos natural apetito e natural inclinacion para fablar	habemus enim naturalem impetum | et naturalem inclinationem ut loquamur ,	cNgi4UQ, xD0shmq
3.2.24	zDHePb3	assi commo fablar es cosa natural alos omes	non pati maleficos viuere ,	k3G6wtr
3.2.24	osna3od	e o tristales cosas son de derechnatural	quia haec esse fienda dictat ratio naturalis ,	mJw14Lt
3.2.24	zz170kn	por que la razon natural muestra que se deuen fazer .	quia haec esse fienda dictat ratio naturalis ,	mJw14Lt
3.2.24	c3JqRTG	Et auemos natural inclinaçion	et habemus naturalem impetum	nKrBawy
3.2.24	wlbfEa3	Ca natural cosa es		
3.2.24	cZU434X	Et pues que assi es natural cosa es	naturale est ergo talia punire .	rC3IxTa
3.2.24	wQlHE7W	Et pues que assi es en aquel logar ose termina el derecho natural	Ubi ergo terminatur ius naturale ,	qjWxIKe
3.2.24	kooyaxp	e por sabiduria delos omes presurone el derecho natural	et industriam hominum adinuentum praesupponit ius naturale ,	vO8ENNg
3.2.24	l10zfWJ	Por la qual cosa si el derecho natural manda	Quare si ius naturale dictat fures	mkCkDlt
3.2.24	kjBfuA4	e dos diferençias entre el derech natural e el positiuo .	inter ius naturale , | et positiuum .	bdibzHC, pUNK3Du
3.2.24	hAN3xXO	La primera es que el derech natural	Prima est ,	gFsUdDN
3.2.24	se1MRK9	Por ende las leyes naturales	quia sic se offerunt intellectui nostro naturales leges ,	gDFq2Ly
3.2.24	bnP7AwB	e aquello que es del derecho natural	quod est de iure naturali simpliciter dicitur esse scriptum in cordibus nostris .	j7I5caS
3.2.24	fhrdED3	que non han ley natural	Nam gentes quae legem non habent ,	d8bGFkd
3.2.24	sHv4rJM	tan bien el natural commo el positiuo se puede escͥuir en algun libro	Potest itaque utrunque ius scribi in aliqua exteriori substantia tam naturale quam positiuum : | naturale	n8zsX2i, eKXLzg4
3.2.24	quKw9DO	Enpero non es tanto meester de se escuir el natural commo el positiuo	tamen non sic indiget | ut scribatur	bDAfXOI, ltVXSIK
3.2.24	mMGPrPX	por que non pue de assi caer dela memoria el natural commo el positiuo ¶	sicut positiuum , | nam non sic potest a memoria recedere	jUkyq1s, tBA2QoH
3.2.24	pkrBEQd	al derecho natural	appellat ius naturale aetherem siue ignem ,	pDVmNDY
3.2.24	nCdY0Qr	que los otros helementos semeia al derecho natural	assimilatur iuri naturali ,	yUzaSCm
3.2.25	w6B2UPY	de los quales el vn mienbro se contenie so el derecho natural	quarum unum membrum continebatur sub iure naturali ,	iTK3sKk
3.2.25	gE5vITy	si aquellas cosas son del derech natural .	Si igitur ea sunt de iure naturali , ad quae habemus naturalem impetum et inclinationem :	eUASgSP
3.2.25	ds2YnwF	a que auemos natal inclinaçion esta inclinaçion natural	Si igitur ea sunt de iure naturali , ad quae habemus naturalem impetum et inclinationem :	eUASgSP
3.2.25	aIpN237	assi es dich derech natural .	sic dicitur esse ius naturale . Ideo in Instituta ,	ejQZepC
3.2.25	ps2T4VJ	Et por ende en la instituta del derecho natural	sic dicitur esse ius naturale . Ideo in Instituta ,	ejQZepC
3.2.25	c0yCAuS	dize el derecho natural enssenna a todas las ainalias .	quod ius naturale , | est quod natura omnia animalia docuit .	khQDQ6Q, zmT4q4d
3.2.25	oEC9pSx	Et pues que assi es segunt esto de derecho natural	Secundum hoc ergo est de iure naturali coniunctio maris	wmEpIuO
3.2.25	co6XXUH	assi commo vn derecho natural mas espeçial .	Ius ergo gentium est quoddam ius naturale contractum .	rXnXP3p
3.2.25	aDLwVsv	e que sigue la nuestra inclinaçion natural	et quod sequitur inclinationem nostram naturalem ut communicamus	uzJlSjJ
3.2.25	kBKkVTF	es dicho derecho natural .	respectu iuris gentium dicitur esse naturale .	gzUEaR6
3.2.25	uY9AsEI	sobredicho el derecho natural	ius naturale est quid commune ,	z6ZGkF6
3.2.25	q54VZ4O	tanto mas meresçe de auer nonbre derech natural . Et por ende aquel derecho	tanto magis meretur nomen iuris naturalis . | Ius ergo ,	zTzkoEg, o4E2AlV
3.2.25	ibDUc0l	es dicho ser derecho natural	naturale dicitur ,	mfKRkgH
3.2.25	xBBO10m	en quanto el omne es aianl conuiene con las naturales delas otras aianlias .	conuenit cum naturis aliorum animalium , | sic in quantum viuit	t0KXCfI, wOH3cuy
3.2.25	gBwn1Tg	Et por ende la inclinacion natural puede seguir la natura del ome	et cum entibus omnibus . Poterit ergo inclinatio naturalis sequi naturam hominis	yFr3NLi
3.2.25	jaymTbz	Ca el omne naturalnse te dessea ser guardado en su ser	Nam homo naturaliter appetit conseruari in esse ,	wKj7gD7
3.2.25	eKHCIto	que el ome naturalmente dessea ser .	quod homo naturaliter appetit esse :	d03o0Ik
3.2.25	hxu7x6N	assi tales reglas podran ser de derecho natural	sic huiusmodi regulae poterunt esse de iure naturali ,	wwBPNKD
3.2.25	dM4VYkP	Mas si aquellas reglas se tomaren en quanto el omne naturalmente dessea fazer fiios e carlos	Si vero regulae | illae sumantur ex eo quod homo naturaliter appetit filios producere et educare :	s5BAuPz, nY28knl
3.2.25	dbowpgm	assi podria ser de derecho natural	sic esse poterunt de iure naturali ,	elicbqj
3.2.25	cJqfa3v	en quanto el derecho naturales dicho ser	prout ius naturale dicitur esse ,	rBaQLWd
3.2.25	bVvRMvg	en quanto el omne naturalmente dessea beuir en conpannia	prout homo naturaliter appetit in societate viuere	yt17HDC
3.2.25	tqs9TdM	assi seran de derecho natural	sic erit de iure naturali ,	flY5v9z
3.2.25	toA5Bb7	en quanto el derecho natural es traydo al derecho delas gentes	prout ius naturale contractum est ad ius gentium ,	fMF3I0u
3.2.25	uMW5uQZ	assi derecho natural commo el derecho	sicut ius quod nam omnia animalia docuit :	dMBSO4d
3.2.25	m5HrBrN	assi natural commo es aquel derecho	sicut ius illud quod sequitur inclinationem naturae nostrae :	xTWyAFe
3.2.25	ySApi4X	mas de derech natural	est plus de iure naturali ,	av8OIvz
3.2.25	xX6fysU	e desseamos bien es natural en conparaçion del derech delas aianlias	prout appetimus esse et bonum , est naturale respectu iuris animalium ,	zxdedHa
3.2.25	n1wzXUH	Avn en essa misma este dereches dicho natural	siue respectu iuris quod natura omnia animalia docuit :	b1B8aY9
3.2.25	hqhNfl4	Et el detecho delas gentes es natural	sic etiam huiusmodi ius est naturale respectu iuris ciuilis ,	hHCuiLm
3.2.25	ruhqt9J	Et pues que assi es tres cosas son en alguna manera del derecho natural Lo primero es que el sea ygualado proporçionado ala natura humanal	Tria ergo sunt aliquo modo de iure naturali ,	beb2VBc
3.2.25	cejdqBi	lo que ayamos a ello inclinaçion natural .	secundum quod inclinatio sequitur naturam nostram :	b3IdtCO
3.2.25	ksKCTz7	que es dicho natural pora un ataia de los otros derechos .	quod per antonomasiam dicitur esse naturale . Appetere enim esse et bonum ,	xq5WrY1
3.2.25	wN3mrnU	e el mal es aquello que desseamos naturalmente	quod naturaliter appetimus ,	c87r32u
3.2.25	hUbFgPV	Et assi avn es el derech natural	sic est de iure naturali :	bstH6wC
3.2.25	yi2akwz	si quier sean naturales	siue sint naturales ,	cpast5g
3.2.25	p8J0L5l	e avn el derechçiuil se departe del derecho natural .	etiam ius ciuile differt a iure naturali .	hQnMoCo
3.2.26	xuMv7wO	al derecho natural o ala ley dela natura	videlicet ad ius naturale siue ad legem naturalem ,	gdwYc5D
3.2.26	jOF6bVa	en quanto es conparada ala razon natural	ut comparatur ad rationem naturalem siue ad legem naturalem :	bsZXGL3
3.2.26	eYkHP8L	Et si en alguna manera la razon natural non iudgare	et nisi aliquo modo ratio naturalis dictet illud statuendum esse .	jnSkdrn
3.2.27	dcqhocA	Ca si es ley diuinal e natural establesçida es de dios a quienꝑtenesçe enderesçar todas las cosas asimesmo .	nam si est lex diuina et naturalis , | condita est a Deo cuius est omnia dirigere in seipsum ,	tJSuWS6, y6NInOS
3.2.27	pURLdw1	Mas commo otra sea la ley natural e otra la positiua	Sed cum alia sit lex naturalis , alia positiua :	ewVDeVL
3.2.27	igKIMQy	Ca la ley naturales	Nam lex naturalis est a deo indita in cordibus nostris :	a8GGK2R
3.2.27	qnhwBmN	segunt que esto pertenesçe al derecho natural .	secundum quod haec pertinent | ad ius naturale .	psHJaOE, wiimfTY
3.2.27	sC16u0h	por las leyes naturales	et iustae et a legibus naturalibus determinatae ,	vzZcQZs
3.2.29	wguDPyO	e qual se quier sennor deue ser medianero entre la ley natural	inter legem naturalem	jOTd3BC
3.2.29	oZXbThD	que sigua la ley natural	et per consequens sequi naturalem legem ,	aw9wkEc
3.2.29	hlMi8fI	Et por ende el rey en gouernando es a quande dela ley natural		
3.2.29	sVDHVIv	nin se arriedra dela ley natural .	in quantum a lege naturali non deuiat :	opXpukx
3.2.29	cjicKcY	sy non se esforçare en la ley natural	nisi innitatur lege naturali ,	zQ6Fh4m
3.2.29	pHPhYkm	assi commo la ley naturales sobre el señor	lex est infra principantem ,	gsrNgyH
3.2.29	kn72yR4	e dela ley natural .	sed ut in ea reseruatur virtus iuris naturalis .	wHRU0Fr
3.2.29	kqCsja2	que es mas prinçipal en gouernando la ley natural	patet hanc principaliorem esse in regendo ,	bMer8EH
3.2.29	nychQ1S	si non en quanto se esfuerça enla ley natural .	eo quod nullus sit rectus Rex nisi in quantum innititur illi legi .	v3eTPbg
3.2.29	cAuHUYg	nin dela ley natural	et a lege naturali ,	apbhchq
3.2.29	j1erRXI	por ley natural .	aut per legem naturalem ,	aAWNFee
3.2.30	op6qTep	Mas que sin la ley natural e humanal fue menester de dar ley	Sed quod praeter legem naturalem | et humanam fuerit expediens dare legem euangelicam	beIjIbo, bGlxkBZ
3.2.30	uPwv8RO	non cunple la ley natural	Ad hoc autem faciendum non sufficit lex naturalis ,	tKyFauF
3.2.30	cMOYc2F	la ley natural e la humanal	lex naturalis	mGIvjJF
3.2.30	pshvW40	que nos ayudan a alcançar este bien . el qual non podemos natural mente	et humana iuuantes nos ad consecutionem illius boni	jvuOc7f
3.2.30	mZA7L0O	que es sobre natural .	quod possumus naturaliter adipisci ,	qZvHNUl
3.2.31	o4NlPk3	e se funde enla ley natural .	oportet quod innitatur legi naturali ,	mSuJ5rC
3.2.31	ju7B7tR	Lo primero si fuerecontraria ala ley natural .	Primum	nbRIyFs
3.2.31	weqS63C	siendo contra la ley natural non son leyes	non sunt leges	j1dHvtP
3.2.31	nSKbvLU	commo quierque sean ennadidas alas leyes naturales	licet sint additae naturalibus legibus ,	sEte4j6
3.2.31	jIm4eSY	que contrario del derecho natural es aquello que non es enduzido dela natura .	quod non est a natura inductum ,	ny7Ex8a
3.2.31	cLxXlCi	segunt la qual manera de fablar el omne es desnudo natural mente .	secundum quem modum loquendi homo est nudus naturaliter ,	kz4QVSm
3.2.31	wFDqYLQ	Et segunt esta manera de fablar fablan los iuristas del derecho natural	Secundum hunc modum loquendi loquuntur Iuristae , ut patet ex Institutis de iure naturali ,	yCS4RIZ
3.2.31	twcW0IM	e manda la razon natural e el entendimiento .	cuius contrarium dictat ratio naturalis :	zV57wrp
3.2.31	iJjMAwH	maguer que sea ennadido e sobrepuesto al derecho natural	et adductum corpori nudo	wJdMLP6
3.2.31	rMkDqCH	Erpero non es contraria al derech natural	non tamen est contra ius naturale ,	a4jAXFU
3.2.31	d0JN1Z0	nin es contra el derecho natural .	non tamen est contra ius naturale ,	a4jAXFU
3.2.31	cef3aF9	Ca la razon natural non contradize atal seruidunbre .	quia huic naturalis ratio non contradicit .	x7gVzF8
3.2.31	d4oGpJO	e son contra derecho natural	et contra ius naturale ,	mkImkn1
3.2.31	xiIOQSx	saluo si fuessen contrarias ala razon natural e ala razon derecha	nisi fuerit rectae rationi contrariae .	mdTQ5xI
3.2.32	pkEQ4pX	que commo quier que la çibdat en alguna manera sea cosa natural	quod cum ciuitas sit aliquo modo	aYwryvy
3.2.32	gNTfDKw	por que auemos natural inclinaçion	quid naturale , eo quod naturalem habemus impetum ad ciuitatem constituendam :	oE5OT7q
3.2.34	oYEYxJR	tanto mas es natural miente sieruo	tanto est magis naturaliter seruus . Esse quidem sceleratum et affectatorem belli ,	sjf6eN0
3.3.2	y5ShxV1	ca estos tales naturalmente han miedo de las feridas .	quia naturaliter metuunt vulnera .	lZPhtgR
3.3.2	dORjH4C	Ca por que naturalmente han poca sangre naturalmente temen de perder la sangre .	Nam cum naturaliter habeant modicum sanguinis , | naturaliter timent sanguinis amissionem :	o1VGORx, x14lHtp
3.3.7	jSZWec6	assi conmo vna naturaleza	quasi natura quaedam .	ewI8t88
3.3.23	iJg5XG9	quando el humor natural dellos se va	quando naturalis eorum humor expirauerit , contrahuntur ligna ,	bclqvOT
